time;queuedNum
"1626191188553";"0"
"1626191189555";"10"
"1626191190548";"10"
"1626191191548";"9"
"1626191192550";"3"
"1626191193548";"3"
"1626191194548";"3"
"1626191195548";"3"
"1626191196549";"1"
"1626191197548";"0"
"1626191198548";"0"
"1626191199548";"3"
"1626191200548";"1"
"1626191201549";"0"
"1626191202549";"0"
"1626191203548";"0"
"1626191204548";"0"
"1626191205549";"0"
"1626191206549";"0"
"1626191207548";"0"
"1626191208548";"0"
"1626191209549";"2"
"1626191210548";"1"
"1626191211548";"0"
"1626191212548";"0"
"1626191213548";"0"
"1626191214548";"0"
"1626191215548";"0"
"1626191216548";"0"
"1626191217547";"0"
"1626191218548";"0"
"1626191219548";"3"
"1626191220549";"2"
"1626191221549";"0"
"1626191222548";"0"
"1626191223548";"0"
"1626191224548";"0"
"1626191225547";"0"
"1626191226548";"0"
"1626191227548";"0"
"1626191228548";"0"
"1626191229548";"3"
"1626191230548";"0"
"1626191231548";"0"
"1626191232548";"0"
"1626191233548";"0"
"1626191234548";"0"
"1626191235548";"0"
"1626191236548";"0"
"1626191237547";"0"
"1626191238548";"0"
"1626191239548";"4"
"1626191240549";"1"
"1626191241548";"0"
"1626191242548";"0"
"1626191243548";"0"
"1626191244548";"0"
"1626191245547";"0"
"1626191246548";"0"
"1626191247548";"0"
"1626191248548";"0"
"1626191249549";"3"
"1626191250549";"0"
"1626191251548";"0"
"1626191252548";"0"
"1626191253548";"0"
"1626191254547";"0"
"1626191255548";"0"
"1626191256548";"0"
"1626191257548";"0"
"1626191258548";"0"
"1626191259548";"2"
"1626191260547";"0"
"1626191261548";"0"
"1626191262548";"0"
"1626191263547";"0"
"1626191264547";"0"
"1626191265548";"0"
"1626191266547";"0"
"1626191267548";"0"
"1626191268548";"0"
"1626191269548";"4"
"1626191270548";"1"
"1626191271548";"0"
"1626191272548";"0"
"1626191273548";"0"
"1626191274548";"0"
"1626191275548";"0"
"1626191276548";"0"
"1626191277548";"0"
"1626191278548";"0"
"1626191279548";"2"
"1626191280549";"0"
"1626191281549";"0"
"1626191282548";"0"
"1626191283548";"0"
"1626191284548";"0"
"1626191285548";"0"
"1626191286548";"0"
"1626191287548";"0"
"1626191288548";"0"
"1626191289548";"3"
"1626191290548";"1"
"1626191291548";"0"
"1626191292548";"0"
"1626191293548";"0"
"1626191294548";"0"
"1626191295547";"0"
"1626191296548";"0"
"1626191297547";"0"
"1626191298548";"0"
"1626191299548";"5"
"1626191300549";"2"
"1626191301548";"0"
"1626191302548";"0"
"1626191303548";"0"
"1626191304548";"0"
"1626191305548";"0"
"1626191306548";"0"
"1626191307548";"0"
"1626191308548";"0"
"1626191309548";"3"
"1626191310548";"2"
"1626191311548";"0"
"1626191312549";"0"
"1626191313549";"0"
"1626191314549";"0"
"1626191315548";"0"
"1626191316548";"0"
"1626191317548";"0"
"1626191318548";"0"
"1626191319548";"2"
"1626191320549";"2"
"1626191321548";"0"
"1626191322548";"0"
"1626191323548";"0"
"1626191324548";"0"
"1626191325548";"0"
"1626191326547";"0"
"1626191327548";"0"
"1626191328547";"0"
"1626191329548";"4"
"1626191330548";"1"
"1626191331548";"0"
"1626191332547";"0"
"1626191333548";"0"
"1626191334547";"0"
"1626191335548";"0"
"1626191336548";"0"
"1626191337548";"0"
"1626191338548";"0"
"1626191339548";"6"
"1626191340548";"2"
"1626191341548";"0"
"1626191342548";"0"
"1626191343548";"0"
"1626191344547";"0"
"1626191345548";"0"
"1626191346548";"0"
"1626191347548";"0"
"1626191348548";"0"
"1626191349547";"5"
"1626191350548";"3"
"1626191351548";"0"
"1626191352547";"0"
"1626191353548";"0"
"1626191354548";"0"
"1626191355548";"0"
"1626191356548";"0"
"1626191357547";"0"
"1626191358548";"0"
"1626191359548";"6"
"1626191360548";"3"
"1626191361549";"0"
"1626191362548";"0"
"1626191363548";"0"
"1626191364548";"0"
"1626191365547";"0"
"1626191366548";"0"
"1626191367548";"0"
"1626191368548";"0"
"1626191369548";"6"
"1626191370547";"4"
"1626191371548";"0"
"1626191372548";"0"
"1626191373547";"0"
"1626191374547";"0"
"1626191375548";"0"
"1626191376547";"0"
"1626191377547";"0"
"1626191378548";"0"
"1626191379548";"8"
"1626191380548";"2"
"1626191381548";"0"
"1626191382548";"0"
"1626191383548";"0"
"1626191384548";"0"
"1626191385548";"0"
"1626191386548";"0"
"1626191387548";"0"
"1626191388548";"0"
"1626191389557";"7"
"1626191390549";"3"
"1626191391548";"0"
"1626191392547";"0"
"1626191393548";"0"
"1626191394548";"0"
"1626191395548";"0"
"1626191396548";"0"
"1626191397548";"0"
"1626191398548";"0"
"1626191399548";"8"
"1626191400548";"4"
"1626191401548";"2"
"1626191402548";"0"
"1626191403548";"0"
"1626191404548";"0"
"1626191405548";"0"
"1626191406548";"0"
"1626191407548";"0"
"1626191408547";"0"
"1626191409549";"8"
"1626191410548";"5"
"1626191411548";"1"
"1626191412548";"0"
"1626191413548";"0"
"1626191414548";"0"
"1626191415548";"0"
"1626191416548";"0"
"1626191417548";"0"
"1626191418548";"0"
"1626191419549";"9"
"1626191420549";"6"
"1626191421549";"2"
"1626191422549";"0"
"1626191423548";"0"
"1626191424548";"0"
"1626191425548";"0"
"1626191426547";"0"
"1626191427548";"0"
"1626191428547";"0"
"1626191429548";"10"
"1626191430548";"5"
"1626191431549";"3"
"1626191432548";"0"
"1626191433548";"0"
"1626191434548";"0"
"1626191435548";"0"
"1626191436548";"0"
"1626191437548";"0"
"1626191438548";"0"
"1626191439548";"10"
"1626191440548";"7"
"1626191441548";"3"
"1626191442548";"0"
"1626191443548";"0"
"1626191444547";"0"
"1626191445548";"0"
"1626191446548";"0"
"1626191447548";"0"
"1626191448548";"0"
"1626191449548";"10"
"1626191450547";"6"
"1626191451548";"3"
"1626191452548";"0"
"1626191453548";"0"
"1626191454548";"0"
"1626191455548";"0"
"1626191456548";"0"
"1626191457548";"0"
"1626191458548";"0"
"1626191459548";"11"
"1626191460548";"8"
"1626191461549";"4"
"1626191462548";"1"
"1626191463548";"0"
"1626191464548";"0"
"1626191465547";"0"
"1626191466548";"0"
"1626191467548";"0"
"1626191468547";"0"
"1626191469548";"11"
"1626191470548";"8"
"1626191471548";"4"
"1626191472548";"0"
"1626191473548";"0"
"1626191474547";"0"
"1626191475548";"0"
"1626191476548";"0"
"1626191477548";"0"
"1626191478548";"0"
"1626191479548";"12"
"1626191480549";"9"
"1626191481548";"5"
"1626191482548";"2"
"1626191483547";"0"
"1626191484548";"0"
"1626191485548";"0"
"1626191486547";"0"
"1626191487548";"0"
"1626191488548";"0"
"1626191489563";"13"
"1626191490548";"10"
"1626191491548";"5"
"1626191492548";"3"
"1626191493548";"0"
"1626191494548";"0"
"1626191495548";"0"
"1626191496548";"0"
"1626191497547";"0"
"1626191498548";"0"
"1626191499548";"13"
"1626191500548";"10"
"1626191501548";"6"
"1626191502548";"3"
"1626191503548";"0"
"1626191504548";"0"
"1626191505548";"0"
"1626191506548";"0"
"1626191507547";"0"
"1626191508548";"0"
"1626191509547";"14"
"1626191510548";"11"
"1626191511548";"6"
"1626191512548";"4"
"1626191513548";"0"
"1626191514548";"0"
"1626191515548";"0"
"1626191516548";"0"
"1626191517548";"0"
"1626191518548";"0"
"1626191519549";"14"
"1626191520549";"11"
"1626191521548";"7"
"1626191522549";"3"
"1626191523548";"0"
"1626191524548";"0"
"1626191525548";"0"
"1626191526548";"0"
"1626191527548";"0"
"1626191528548";"0"
"1626191529547";"14"
"1626191530548";"11"
"1626191531548";"7"
"1626191532548";"3"
"1626191533548";"0"
"1626191534548";"0"
"1626191535548";"0"
"1626191536547";"0"
"1626191537548";"0"
"1626191538548";"0"
"1626191539548";"16"
"1626191540548";"11"
"1626191541548";"9"
"1626191542548";"4"
"1626191543548";"1"
"1626191544548";"0"
"1626191545548";"0"
"1626191546548";"0"
"1626191547548";"0"
"1626191548548";"0"
"1626191549548";"15"
"1626191550548";"12"
"1626191551548";"9"
"1626191552548";"3"
"1626191553548";"2"
"1626191554548";"0"
"1626191555548";"0"
"1626191556548";"0"
"1626191557548";"0"
"1626191558548";"0"
"1626191559547";"16"
"1626191560547";"14"
"1626191561548";"10"
"1626191562548";"6"
"1626191563547";"2"
"1626191564550";"0"
"1626191565548";"0"
"1626191566548";"0"
"1626191567548";"0"
"1626191568548";"0"
"1626191569548";"16"
"1626191570548";"13"
"1626191571548";"9"
"1626191572547";"6"
"1626191573547";"2"
"1626191574548";"0"
"1626191575547";"0"
"1626191576548";"0"
"1626191577548";"0"
"1626191578547";"0"
"1626191579549";"17"
"1626191580548";"14"
"1626191581549";"10"
"1626191582548";"6"
"1626191583548";"3"
"1626191584548";"0"
"1626191585548";"0"
"1626191586547";"0"
"1626191587548";"0"
"1626191588548";"0"
"1626191589548";"17"
"1626191590549";"14"
"1626191591548";"10"
"1626191592548";"7"
"1626191593548";"2"
"1626191594548";"0"
"1626191595548";"0"
"1626191596548";"0"
"1626191597548";"0"
"1626191598548";"0"
"1626191599548";"18"
"1626191600548";"14"
"1626191601548";"11"
"1626191602548";"8"
"1626191603548";"4"
"1626191604548";"1"
"1626191605548";"0"
"1626191606548";"0"
"1626191607548";"0"
"1626191608548";"0"
"1626191609548";"18"
"1626191610549";"16"
"1626191611549";"11"
"1626191612548";"9"
"1626191613548";"4"
"1626191614548";"0"
"1626191615548";"0"
"1626191616548";"0"
"1626191617548";"0"
"1626191618548";"0"
"1626191619549";"19"
"1626191620549";"16"
"1626191621548";"12"
"1626191622548";"9"
"1626191623548";"5"
"1626191624548";"2"
"1626191625548";"0"
"1626191626548";"0"
"1626191627548";"0"
"1626191628548";"0"
"1626191629548";"19"
"1626191630548";"17"
"1626191631548";"12"
"1626191632548";"10"
"1626191633548";"6"
"1626191634547";"2"
"1626191635548";"0"
"1626191636548";"0"
