1625345093177
00000000:02:00.0, 1, 0
00000000:03:00.0, 0, 0
1625345094670
00000000:02:00.0, 1, 0
00000000:03:00.0, 0, 0
1625345096163
00000000:02:00.0, 1, 0
00000000:03:00.0, 0, 0
1625345097659
00000000:02:00.0, 1, 0
00000000:03:00.0, 0, 0
1625345099153
00000000:02:00.0, 1, 0
00000000:03:00.0, 0, 0
1625345100647
00000000:02:00.0, 1, 0
00000000:03:00.0, 0, 0
1625345102142
00000000:02:00.0, 1, 0
00000000:03:00.0, 0, 0
1625345103659
00000000:02:00.0, 1, 0
00000000:03:00.0, 0, 0
1625345105280
00000000:02:00.0, 0, 0
00000000:03:00.0, 0, 0
1625345106896
00000000:02:00.0, 0, 0
00000000:03:00.0, 0, 0
1625345107915
00000000:02:00.0, 60, 18
00000000:03:00.0, 28, 8
1625345108934
00000000:02:00.0, 100, 22
00000000:03:00.0, 100, 31
1625345109963
00000000:02:00.0, 100, 34
00000000:03:00.0, 99, 21
1625345110984
00000000:02:00.0, 100, 21
00000000:03:00.0, 100, 26
1625345112004
00000000:02:00.0, 100, 22
00000000:03:00.0, 100, 22
1625345113023
00000000:02:00.0, 100, 25
00000000:03:00.0, 100, 35
1625345114046
00000000:02:00.0, 100, 16
00000000:03:00.0, 100, 21
1625345115064
00000000:02:00.0, 100, 33
00000000:03:00.0, 100, 35
1625345116091
00000000:02:00.0, 99, 24
00000000:03:00.0, 100, 18
1625345117113
00000000:02:00.0, 100, 35
00000000:03:00.0, 100, 34
1625345118133
00000000:02:00.0, 99, 26
00000000:03:00.0, 100, 20
1625345119151
00000000:02:00.0, 100, 30
00000000:03:00.0, 100, 27
1625345120170
00000000:02:00.0, 0, 0
00000000:03:00.0, 99, 30
1625345121189
00000000:02:00.0, 0, 0
00000000:03:00.0, 0, 0
1625345122207
00000000:02:00.0, 0, 0
00000000:03:00.0, 0, 0
1625345123226
00000000:02:00.0, 0, 0
00000000:03:00.0, 0, 0
1625345124246
00000000:02:00.0, 98, 35
00000000:03:00.0, 100, 32
1625345125266
00000000:02:00.0, 100, 27
00000000:03:00.0, 100, 21
1625345126286
00000000:02:00.0, 100, 21
00000000:03:00.0, 100, 30
1625345127306
00000000:02:00.0, 100, 20
00000000:03:00.0, 100, 16
1625345128325
00000000:02:00.0, 100, 23
00000000:03:00.0, 100, 28
1625345129344
00000000:02:00.0, 100, 21
00000000:03:00.0, 98, 33
1625345130362
00000000:02:00.0, 0, 0
00000000:03:00.0, 0, 0
1625345131379
00000000:02:00.0, 0, 0
00000000:03:00.0, 0, 0
1625345132397
00000000:02:00.0, 0, 0
00000000:03:00.0, 0, 0
1625345133418
00000000:02:00.0, 0, 0
00000000:03:00.0, 0, 0
1625345134440
00000000:02:00.0, 99, 29
00000000:03:00.0, 99, 33
1625345135460
00000000:02:00.0, 100, 29
00000000:03:00.0, 100, 33
1625345136479
00000000:02:00.0, 100, 20
00000000:03:00.0, 100, 24
1625345137499
00000000:02:00.0, 99, 29
00000000:03:00.0, 100, 36
1625345138519
00000000:02:00.0, 100, 23
00000000:03:00.0, 100, 27
1625345139538
00000000:02:00.0, 0, 0
00000000:03:00.0, 44, 9
1625345140556
00000000:02:00.0, 0, 0
00000000:03:00.0, 0, 0
1625345141575
00000000:02:00.0, 0, 0
00000000:03:00.0, 0, 0
1625345142593
00000000:02:00.0, 0, 0
00000000:03:00.0, 0, 0
1625345143615
00000000:02:00.0, 0, 0
00000000:03:00.0, 0, 0
1625345144637
00000000:02:00.0, 99, 29
00000000:03:00.0, 100, 31
1625345145656
00000000:02:00.0, 100, 29
00000000:03:00.0, 100, 25
1625345146676
00000000:02:00.0, 100, 26
00000000:03:00.0, 100, 35
1625345147695
00000000:02:00.0, 100, 33
00000000:03:00.0, 100, 29
1625345148716
00000000:02:00.0, 100, 20
00000000:03:00.0, 100, 28
1625345149735
00000000:02:00.0, 99, 15
00000000:03:00.0, 61, 11
1625345150753
00000000:02:00.0, 0, 0
00000000:03:00.0, 0, 0
1625345151771
00000000:02:00.0, 0, 0
00000000:03:00.0, 0, 0
1625345152789
00000000:02:00.0, 0, 0
00000000:03:00.0, 0, 0
1625345153810
00000000:02:00.0, 97, 33
00000000:03:00.0, 99, 28
1625345154829
00000000:02:00.0, 100, 34
00000000:03:00.0, 99, 28
1625345155852
00000000:02:00.0, 99, 24
00000000:03:00.0, 100, 21
1625345156871
00000000:02:00.0, 100, 27
00000000:03:00.0, 100, 32
1625345157897
00000000:02:00.0, 100, 26
00000000:03:00.0, 99, 36
1625345158917
00000000:02:00.0, 100, 34
00000000:03:00.0, 100, 18
1625345159936
00000000:02:00.0, 0, 0
00000000:03:00.0, 0, 0
1625345160954
00000000:02:00.0, 0, 0
00000000:03:00.0, 0, 0
1625345161972
00000000:02:00.0, 0, 0
00000000:03:00.0, 0, 0
1625345162990
00000000:02:00.0, 0, 0
