1625345097687
00000000:0A:00.0, 0, 0
1625345099271
00000000:0A:00.0, 0, 0
1625345100856
00000000:0A:00.0, 0, 0
1625345102441
00000000:0A:00.0, 0, 0
1625345104026
00000000:0A:00.0, 0, 0
1625345105627
00000000:0A:00.0, 0, 0
1625345106646
00000000:0A:00.0, 0, 0
1625345107659
00000000:0A:00.0, 29, 2
1625345108671
00000000:0A:00.0, 42, 8
1625345109681
00000000:0A:00.0, 79, 23
1625345110697
00000000:0A:00.0, 85, 25
1625345111738
00000000:0A:00.0, 77, 22
1625345112752
00000000:0A:00.0, 84, 24
1625345113763
00000000:0A:00.0, 53, 15
1625345114778
00000000:0A:00.0, 31, 9
1625345115804
00000000:0A:00.0, 84, 23
1625345116831
00000000:0A:00.0, 87, 25
1625345117845
00000000:0A:00.0, 88, 25
1625345118861
00000000:0A:00.0, 87, 24
1625345119871
00000000:0A:00.0, 31, 9
1625345120881
00000000:0A:00.0, 0, 0
1625345121892
00000000:0A:00.0, 0, 0
1625345122902
00000000:0A:00.0, 0, 0
1625345123912
00000000:0A:00.0, 0, 0
1625345124929
00000000:0A:00.0, 52, 14
1625345125949
00000000:0A:00.0, 90, 26
1625345126966
00000000:0A:00.0, 87, 25
1625345127976
00000000:0A:00.0, 84, 24
1625345129005
00000000:0A:00.0, 87, 25
1625345130016
00000000:0A:00.0, 10, 2
1625345131027
00000000:0A:00.0, 0, 0
1625345132038
00000000:0A:00.0, 0, 0
1625345133049
00000000:0A:00.0, 0, 0
1625345134060
00000000:0A:00.0, 0, 0
1625345135073
00000000:0A:00.0, 62, 17
1625345136083
00000000:0A:00.0, 85, 25
1625345137098
00000000:0A:00.0, 85, 24
1625345138109
00000000:0A:00.0, 78, 21
1625345139119
00000000:0A:00.0, 58, 16
1625345140130
00000000:0A:00.0, 38, 10
1625345141140
00000000:0A:00.0, 3, 1
1625345142152
00000000:0A:00.0, 0, 0
1625345143163
00000000:0A:00.0, 0, 0
1625345144174
00000000:0A:00.0, 0, 0
1625345145185
00000000:0A:00.0, 45, 12
1625345146198
00000000:0A:00.0, 83, 23
1625345147211
00000000:0A:00.0, 81, 23
1625345148222
00000000:0A:00.0, 85, 24
1625345149232
00000000:0A:00.0, 60, 17
1625345150242
00000000:0A:00.0, 37, 10
1625345151252
00000000:0A:00.0, 20, 6
1625345152262
00000000:0A:00.0, 0, 0
1625345153273
00000000:0A:00.0, 0, 0
1625345154287
00000000:0A:00.0, 10, 2
1625345155298
00000000:0A:00.0, 44, 11
1625345156310
00000000:0A:00.0, 81, 23
1625345157322
00000000:0A:00.0, 85, 24
1625345158332
00000000:0A:00.0, 82, 23
1625345159343
00000000:0A:00.0, 51, 14
1625345160353
00000000:0A:00.0, 40, 11
1625345161364
00000000:0A:00.0, 20, 6
1625345162375
00000000:0A:00.0, 0, 0
1625345163386
00000000:0A:00.0, 0, 0
1625345164398
00000000:0A:00.0, 0, 0
1625345165411
00000000:0A:00.0, 48, 13
1625345166424
00000000:0A:00.0, 83, 24
1625345167435
00000000:0A:00.0, 85, 25
1625345168445
00000000:0A:00.0, 84, 24
1625345169454
00000000:0A:00.0, 51, 14
1625345170464
00000000:0A:00.0, 40, 11
1625345171475
00000000:0A:00.0, 21, 6
1625345172486
00000000:0A:00.0, 0, 0
1625345173498
00000000:0A:00.0, 0, 0
1625345174511
00000000:0A:00.0, 10, 2
1625345175523
00000000:0A:00.0, 54, 14
1625345176536
00000000:0A:00.0, 82, 24
1625345177562
00000000:0A:00.0, 84, 24
1625345178573
00000000:0A:00.0, 83, 23
1625345179583
00000000:0A:00.0, 56, 16
1625345180594
00000000:0A:00.0, 38, 11
1625345181604
00000000:0A:00.0, 4, 1
1625345182616
00000000:0A:00.0, 0, 0
1625345183625
00000000:0A:00.0, 0, 0
1625345184635
00000000:0A:00.0, 25, 6
1625345185649
00000000:0A:00.0, 62, 18
1625345186665
00000000:0A:00.0, 84, 25
1625345187676
00000000:0A:00.0, 82, 23
1625345188686
00000000:0A:00.0, 81, 23
1625345189696
00000000:0A:00.0, 37, 10
1625345190707
00000000:0A:00.0, 40, 11
1625345191718
00000000:0A:00.0, 5, 1
1625345192728
00000000:0A:00.0, 0, 0
1625345193739
00000000:0A:00.0, 0, 0
1625345194752
00000000:0A:00.0, 5, 1
1625345195762
00000000:0A:00.0, 68, 19
1625345196774
00000000:0A:00.0, 82, 23
1625345197784
00000000:0A:00.0, 86, 25
1625345198795
00000000:0A:00.0, 85, 25
1625345199805
00000000:0A:00.0, 42, 12
1625345200816
00000000:0A:00.0, 38, 11
1625345201827
00000000:0A:00.0, 11, 3
1625345202838
00000000:0A:00.0, 0, 0
1625345203848
00000000:0A:00.0, 0, 0
1625345204860
00000000:0A:00.0, 0, 0
1625345205873
00000000:0A:00.0, 59, 16
1625345206884
00000000:0A:00.0, 83, 23
1625345207898
00000000:0A:00.0, 83, 24
1625345208908
00000000:0A:00.0, 83, 23
1625345209919
00000000:0A:00.0, 46, 13
1625345210930
00000000:0A:00.0, 41, 11
1625345211940
00000000:0A:00.0, 16, 5
1625345212950
00000000:0A:00.0, 0, 0
1625345213960
00000000:0A:00.0, 0, 0
1625345214973
00000000:0A:00.0, 23, 6
1625345215988
00000000:0A:00.0, 62, 18
1625345216999
00000000:0A:00.0, 81, 23
1625345218009
00000000:0A:00.0, 84, 24
1625345219019
00000000:0A:00.0, 40, 11
1625345220029
00000000:0A:00.0, 37, 10
1625345221040
00000000:0A:00.0, 0, 0
1625345222051
00000000:0A:00.0, 0, 0
1625345223061
00000000:0A:00.0, 0, 0
1625345224071
00000000:0A:00.0, 0, 0
1625345225085
00000000:0A:00.0, 68, 18
1625345226099
00000000:0A:00.0, 86, 25
1625345227110
00000000:0A:00.0, 86, 25
1625345228120
00000000:0A:00.0, 81, 23
1625345229131
00000000:0A:00.0, 42, 12
1625345230140
00000000:0A:00.0, 40, 11
1625345231151
00000000:0A:00.0, 8, 2
1625345232162
00000000:0A:00.0, 0, 0
1625345233172
00000000:0A:00.0, 0, 0
1625345234183
00000000:0A:00.0, 15, 3
1625345235197
00000000:0A:00.0, 71, 19
1625345236207
00000000:0A:00.0, 86, 25
1625345237217
00000000:0A:00.0, 83, 23
1625345238228
00000000:0A:00.0, 82, 23
1625345239239
00000000:0A:00.0, 48, 13
1625345240249
00000000:0A:00.0, 37, 10
1625345241259
00000000:0A:00.0, 0, 0
1625345242270
00000000:0A:00.0, 0, 0
1625345243280
00000000:0A:00.0, 0, 0
1625345244293
00000000:0A:00.0, 0, 0
1625345245304
00000000:0A:00.0, 72, 20
1625345246318
00000000:0A:00.0, 81, 23
1625345247331
00000000:0A:00.0, 85, 24
1625345248343
00000000:0A:00.0, 86, 25
1625345249353
00000000:0A:00.0, 45, 12
1625345250363
00000000:0A:00.0, 38, 10
1625345251374
00000000:0A:00.0, 3, 1
1625345252384
00000000:0A:00.0, 0, 0
1625345253395
00000000:0A:00.0, 0, 0
1625345254404
00000000:0A:00.0, 20, 5
1625345255415
