time;queuedNum
"1625336092319";"0"
"1625336093591";"88"
"1625336094307";"93"
"1625336095310";"88"
"1625336096327";"88"
"1625336097307";"77"
"1625336098308";"57"
"1625336099307";"33"
"1625336100307";"10"
"1625336101307";"0"
"1625336102307";"0"
"1625336103333";"74"
"1625336104307";"62"
"1625336105308";"37"
"1625336106307";"13"
"1625336107307";"0"
"1625336108307";"0"
"1625336109307";"0"
"1625336110307";"0"
"1625336111306";"0"
"1625336112307";"0"
"1625336113306";"86"
"1625336114308";"63"
"1625336115308";"39"
"1625336116306";"12"
"1625336117308";"0"
"1625336118307";"0"
"1625336119307";"0"
"1625336120307";"0"
"1625336121307";"0"
"1625336122307";"0"
"1625336123307";"86"
"1625336124307";"65"
"1625336125307";"40"
"1625336126308";"16"
"1625336127307";"0"
"1625336128307";"0"
"1625336129307";"0"
"1625336130307";"0"
"1625336131307";"0"
"1625336132307";"0"
"1625336133307";"84"
"1625336134307";"68"
"1625336135307";"45"
"1625336136307";"19"
"1625336137307";"0"
"1625336138307";"0"
"1625336139306";"0"
"1625336140307";"0"
"1625336141307";"0"
"1625336142307";"0"
"1625336143307";"78"
"1625336144308";"63"
"1625336145307";"40"
"1625336146307";"15"
"1625336147307";"0"
"1625336148307";"0"
"1625336149307";"0"
"1625336150307";"0"
"1625336151307";"0"
"1625336152307";"0"
"1625336153307";"84"
"1625336154307";"65"
"1625336155307";"43"
"1625336156307";"18"
"1625336157307";"0"
"1625336158307";"0"
"1625336159307";"0"
"1625336160307";"0"
"1625336161307";"0"
"1625336162308";"0"
"1625336163306";"90"
"1625336164307";"67"
"1625336165307";"44"
"1625336166308";"21"
"1625336167307";"0"
"1625336168308";"0"
"1625336169307";"0"
"1625336170307";"0"
"1625336171307";"0"
"1625336172308";"0"
"1625336173308";"90"
"1625336174308";"69"
"1625336175307";"44"
"1625336176307";"21"
"1625336177307";"0"
"1625336178307";"0"
"1625336179307";"0"
"1625336180306";"0"
"1625336181307";"0"
"1625336182307";"0"
"1625336183311";"81"
"1625336184307";"67"
"1625336185307";"42"
"1625336186307";"20"
"1625336187307";"0"
"1625336188307";"0"
"1625336189307";"0"
"1625336190307";"0"
"1625336191307";"0"
"1625336192307";"0"
"1625336193307";"84"
"1625336194307";"67"
"1625336195307";"42"
"1625336196307";"17"
"1625336197307";"0"
"1625336198307";"0"
"1625336199307";"0"
"1625336200307";"0"
"1625336201307";"0"
"1625336202307";"0"
"1625336203307";"85"
"1625336204307";"68"
"1625336205307";"45"
"1625336206307";"19"
"1625336207307";"0"
"1625336208307";"0"
"1625336209306";"0"
"1625336210307";"0"
"1625336211307";"0"
"1625336212307";"0"
"1625336213307";"81"
"1625336214307";"68"
"1625336215308";"47"
"1625336216308";"18"
"1625336217307";"0"
"1625336218307";"0"
"1625336219307";"0"
"1625336220307";"0"
"1625336221307";"0"
"1625336222306";"0"
"1625336223307";"84"
"1625336224307";"67"
"1625336225307";"45"
"1625336226306";"18"
"1625336227307";"0"
"1625336228307";"0"
"1625336229307";"0"
"1625336230306";"0"
"1625336231307";"0"
"1625336232307";"0"
"1625336233307";"91"
"1625336234307";"76"
"1625336235307";"53"
"1625336236308";"28"
"1625336237307";"7"
"1625336238307";"0"
"1625336239306";"0"
"1625336240307";"0"
"1625336241307";"0"
"1625336242307";"0"
"1625336243403";"83"
"1625336244307";"72"
"1625336245307";"46"
"1625336246307";"21"
"1625336247308";"0"
"1625336248306";"0"
"1625336249307";"0"
"1625336250307";"0"
"1625336251307";"0"
"1625336252307";"0"
"1625336253421";"84"
"1625336254307";"73"
"1625336255307";"48"
"1625336256307";"25"
"1625336257306";"3"
"1625336258308";"0"
"1625336259308";"0"
"1625336260307";"0"
"1625336261307";"0"
"1625336262307";"0"
"1625336263572";"86"
"1625336264307";"79"
"1625336265307";"54"
"1625336266307";"30"
"1625336267307";"5"
"1625336268307";"0"
"1625336269307";"0"
"1625336270307";"0"
"1625336271307";"0"
"1625336272307";"0"
"1625336273499";"90"
"1625336274307";"82"
"1625336275307";"59"
"1625336276306";"37"
"1625336277307";"11"
"1625336278307";"0"
"1625336279307";"0"
"1625336280307";"0"
"1625336281307";"0"
"1625336282307";"0"
"1625336283433";"96"
"1625336284307";"86"
"1625336285307";"61"
