1624091068420
00000000:02:00.0, 1, 0
00000000:03:00.0, 0, 0
1624091069927
00000000:02:00.0, 1, 0
00000000:03:00.0, 0, 0
1624091071425
00000000:02:00.0, 1, 0
00000000:03:00.0, 0, 0
1624091072935
00000000:02:00.0, 1, 0
00000000:03:00.0, 0, 0
1624091074239
00000000:02:00.0, 0, 0
00000000:03:00.0, 0, 0
1624091075538
00000000:02:00.0, 100, 33
00000000:03:00.0, 0, 0
1624091076869
00000000:02:00.0, 66, 18
00000000:03:00.0, 0, 0
1624091078190
00000000:02:00.0, 76, 26
00000000:03:00.0, 0, 0
1624091079498
00000000:02:00.0, 92, 27
00000000:03:00.0, 0, 0
1624091080803
00000000:02:00.0, 78, 18
00000000:03:00.0, 0, 0
1624091082113
00000000:02:00.0, 82, 17
00000000:03:00.0, 0, 0
1624091083455
00000000:02:00.0, 21, 5
00000000:03:00.0, 0, 0
1624091084474
00000000:02:00.0, 87, 25
00000000:03:00.0, 99, 31
1624091085494
00000000:02:00.0, 0, 0
00000000:03:00.0, 0, 0
1624091086513
00000000:02:00.0, 78, 21
00000000:03:00.0, 0, 0
1624091087531
00000000:02:00.0, 98, 35
00000000:03:00.0, 0, 0
1624091088550
00000000:02:00.0, 0, 0
00000000:03:00.0, 0, 0
1624091089569
00000000:02:00.0, 98, 22
00000000:03:00.0, 0, 0
1624091090587
00000000:02:00.0, 98, 32
00000000:03:00.0, 0, 0
1624091091605
00000000:02:00.0, 98, 27
00000000:03:00.0, 0, 0
1624091092624
00000000:02:00.0, 0, 0
00000000:03:00.0, 0, 0
1624091093643
00000000:02:00.0, 80, 22
00000000:03:00.0, 4, 1
1624091094661
00000000:02:00.0, 97, 35
00000000:03:00.0, 98, 29
1624091095679
00000000:02:00.0, 0, 0
00000000:03:00.0, 0, 0
1624091096698
00000000:02:00.0, 0, 0
00000000:03:00.0, 65, 12
1624091097716
00000000:02:00.0, 0, 0
00000000:03:00.0, 91, 26
1624091098735
00000000:02:00.0, 0, 0
00000000:03:00.0, 98, 26
1624091099753
00000000:02:00.0, 0, 0
00000000:03:00.0, 0, 0
1624091100771
00000000:02:00.0, 72, 19
00000000:03:00.0, 0, 0
1624091101789
00000000:02:00.0, 98, 33
00000000:03:00.0, 0, 0
1624091102807
00000000:02:00.0, 0, 0
00000000:03:00.0, 0, 0
1624091103826
00000000:02:00.0, 97, 26
00000000:03:00.0, 4, 1
1624091104845
00000000:02:00.0, 0, 0
00000000:03:00.0, 99, 17
1624091105864
00000000:02:00.0, 0, 0
00000000:03:00.0, 55, 13
1624091106883
00000000:02:00.0, 0, 0
00000000:03:00.0, 98, 33
1624091107901
00000000:02:00.0, 0, 0
00000000:03:00.0, 98, 27
1624091108921
00000000:02:00.0, 0, 0
00000000:03:00.0, 0, 0
1624091109939
00000000:02:00.0, 67, 12
00000000:03:00.0, 0, 0
1624091110958
00000000:02:00.0, 0, 0
00000000:03:00.0, 91, 26
1624091111976
00000000:02:00.0, 0, 0
00000000:03:00.0, 97, 33
1624091112996
00000000:02:00.0, 0, 0
00000000:03:00.0, 0, 0
1624091114017
00000000:02:00.0, 67, 17
00000000:03:00.0, 98, 21
1624091115036
00000000:02:00.0, 98, 34
00000000:03:00.0, 34, 8
1624091116056
00000000:02:00.0, 100, 14
00000000:03:00.0, 0, 0
1624091117076
00000000:02:00.0, 100, 24
00000000:03:00.0, 2, 1
1624091118099
00000000:02:00.0, 100, 17
00000000:03:00.0, 0, 0
1624091119120
00000000:02:00.0, 99, 30
00000000:03:00.0, 97, 33
1624091120140
00000000:02:00.0, 77, 13
00000000:03:00.0, 0, 0
1624091121159
00000000:02:00.0, 0, 0
00000000:03:00.0, 99, 17
1624091122179
00000000:02:00.0, 0, 0
00000000:03:00.0, 37, 10
1624091123197
00000000:02:00.0, 0, 0
00000000:03:00.0, 98, 32
1624091124216
00000000:02:00.0, 0, 0
00000000:03:00.0, 98, 32
1624091125235
00000000:02:00.0, 0, 0
00000000:03:00.0, 85, 14
1624091126254
00000000:02:00.0, 0, 0
00000000:03:00.0, 75, 20
1624091127273
00000000:02:00.0, 0, 0
00000000:03:00.0, 95, 31
1624091128293
00000000:02:00.0, 90, 26
00000000:03:00.0, 71, 12
1624091129311
00000000:02:00.0, 97, 32
00000000:03:00.0, 95, 28
1624091130331
00000000:02:00.0, 46, 10
00000000:03:00.0, 0, 0
1624091131350
00000000:02:00.0, 99, 29
00000000:03:00.0, 97, 33
1624091132368
00000000:02:00.0, 0, 0
00000000:03:00.0, 99, 16
1624091133390
00000000:02:00.0, 0, 0
00000000:03:00.0, 35, 10
1624091134410
00000000:02:00.0, 97, 33
00000000:03:00.0, 6, 1
1624091135431
00000000:02:00.0, 99, 19
00000000:03:00.0, 99, 20
1624091136451
00000000:02:00.0, 99, 33
00000000:03:00.0, 98, 32
1624091137470
00000000:02:00.0, 100, 26
