1624090743061
00000000:02:00.0, 1, 0
00000000:03:00.0, 0, 0
1624090744554
00000000:02:00.0, 1, 0
00000000:03:00.0, 0, 0
1624090746051
00000000:02:00.0, 1, 0
00000000:03:00.0, 0, 0
1624090747565
00000000:02:00.0, 1, 0
00000000:03:00.0, 0, 0
1624090749061
00000000:02:00.0, 1, 0
00000000:03:00.0, 0, 0
1624090750594
00000000:02:00.0, 1, 0
00000000:03:00.0, 0, 0
1624090751994
00000000:02:00.0, 1, 0
00000000:03:00.0, 0, 0
1624090753294
00000000:02:00.0, 96, 35
00000000:03:00.0, 0, 0
1624090754596
00000000:02:00.0, 74, 10
00000000:03:00.0, 0, 0
1624090755912
00000000:02:00.0, 67, 19
00000000:03:00.0, 0, 0
1624090757248
00000000:02:00.0, 37, 11
00000000:03:00.0, 0, 0
1624090758554
00000000:02:00.0, 89, 32
00000000:03:00.0, 0, 0
1624090759858
00000000:02:00.0, 76, 28
00000000:03:00.0, 0, 0
1624090761171
00000000:02:00.0, 71, 24
00000000:03:00.0, 0, 0
1624090762191
00000000:02:00.0, 100, 28
00000000:03:00.0, 4, 1
1624090763210
00000000:02:00.0, 98, 28
00000000:03:00.0, 98, 20
1624090764228
00000000:02:00.0, 97, 35
00000000:03:00.0, 0, 0
1624090765247
00000000:02:00.0, 0, 0
00000000:03:00.0, 0, 0
1624090766266
00000000:02:00.0, 0, 0
00000000:03:00.0, 38, 9
1624090767285
00000000:02:00.0, 0, 0
00000000:03:00.0, 98, 32
1624090768304
00000000:02:00.0, 0, 0
00000000:03:00.0, 99, 16
1624090769322
00000000:02:00.0, 0, 0
00000000:03:00.0, 0, 0
1624090770340
00000000:02:00.0, 40, 11
00000000:03:00.0, 0, 0
1624090771360
00000000:02:00.0, 97, 32
00000000:03:00.0, 0, 0
1624090772378
00000000:02:00.0, 97, 30
00000000:03:00.0, 0, 0
1624090773396
00000000:02:00.0, 74, 13
00000000:03:00.0, 0, 0
1624090774416
00000000:02:00.0, 0, 0
00000000:03:00.0, 0, 0
1624090775436
00000000:02:00.0, 98, 33
00000000:03:00.0, 0, 0
1624090776455
00000000:02:00.0, 38, 8
00000000:03:00.0, 0, 0
1624090777474
00000000:02:00.0, 0, 0
00000000:03:00.0, 0, 0
1624090778494
00000000:02:00.0, 99, 16
00000000:03:00.0, 0, 0
1624090779512
00000000:02:00.0, 0, 0
00000000:03:00.0, 0, 0
1624090780530
00000000:02:00.0, 0, 0
00000000:03:00.0, 98, 28
1624090781550
00000000:02:00.0, 0, 0
00000000:03:00.0, 97, 32
1624090782569
00000000:02:00.0, 0, 0
00000000:03:00.0, 98, 16
1624090783588
00000000:02:00.0, 0, 0
00000000:03:00.0, 5, 1
1624090784606
00000000:02:00.0, 98, 31
00000000:03:00.0, 0, 0
1624090785625
00000000:02:00.0, 98, 28
00000000:03:00.0, 0, 0
1624090786645
00000000:02:00.0, 70, 12
00000000:03:00.0, 0, 0
1624090787663
00000000:02:00.0, 0, 0
00000000:03:00.0, 0, 0
1624090788682
00000000:02:00.0, 98, 33
00000000:03:00.0, 0, 0
1624090789701
00000000:02:00.0, 98, 35
00000000:03:00.0, 0, 0
1624090790719
00000000:02:00.0, 36, 9
00000000:03:00.0, 0, 0
1624090791738
00000000:02:00.0, 0, 0
00000000:03:00.0, 0, 0
1624090792758
00000000:02:00.0, 98, 15
00000000:03:00.0, 0, 0
1624090793777
00000000:02:00.0, 38, 10
00000000:03:00.0, 0, 0
1624090794795
00000000:02:00.0, 0, 0
00000000:03:00.0, 0, 0
1624090795813
00000000:02:00.0, 97, 35
00000000:03:00.0, 0, 0
1624090796832
00000000:02:00.0, 100, 15
00000000:03:00.0, 0, 0
1624090797850
00000000:02:00.0, 99, 29
00000000:03:00.0, 0, 0
1624090798869
00000000:02:00.0, 0, 0
00000000:03:00.0, 0, 0
1624090799887
00000000:02:00.0, 45, 10
00000000:03:00.0, 0, 0
1624090800905
00000000:02:00.0, 97, 32
00000000:03:00.0, 98, 31
1624090801924
00000000:02:00.0, 0, 0
00000000:03:00.0, 0, 0
1624090802943
00000000:02:00.0, 97, 29
00000000:03:00.0, 98, 20
1624090803962
00000000:02:00.0, 69, 12
00000000:03:00.0, 31, 7
1624090804981
00000000:02:00.0, 97, 33
00000000:03:00.0, 99, 29
1624090805999
00000000:02:00.0, 0, 0
00000000:03:00.0, 0, 0
1624090807017
00000000:02:00.0, 99, 18
00000000:03:00.0, 99, 17
1624090808035
00000000:02:00.0, 30, 8
00000000:03:00.0, 29, 9
1624090809054
00000000:02:00.0, 98, 31
00000000:03:00.0, 98, 31
1624090810073
00000000:02:00.0, 97, 33
00000000:03:00.0, 97, 32
1624090811091
00000000:02:00.0, 0, 0
00000000:03:00.0, 0, 0
1624090812113
00000000:02:00.0, 99, 17
00000000:03:00.0, 99, 17
1624090813132
00000000:02:00.0, 54, 12
