time;queuedNum
"1620592297458";"0"
"1620592298459";"1"
"1620592299457";"0"
"1620592300456";"0"
"1620592301457";"0"
"1620592302457";"0"
"1620592303457";"0"
"1620592304457";"0"
"1620592305457";"0"
"1620592306457";"0"
"1620592307457";"0"
"1620592308457";"0"
"1620592309457";"0"
"1620592310457";"0"
"1620592311457";"0"
"1620592312457";"0"
"1620592313457";"0"
"1620592314456";"0"
"1620592315457";"0"
"1620592316457";"0"
"1620592317459";"0"
"1620592318457";"0"
"1620592319457";"0"
"1620592320457";"0"
"1620592321456";"0"
"1620592322458";"0"
"1620592323457";"0"
"1620592324457";"0"
"1620592325457";"0"
"1620592326457";"0"
"1620592327456";"0"
"1620592328457";"0"
"1620592329457";"0"
"1620592330457";"0"
"1620592331457";"0"
"1620592332457";"0"
"1620592333457";"0"
"1620592334457";"0"
"1620592335457";"0"
"1620592336457";"0"
"1620592337457";"0"
"1620592338457";"0"
"1620592339457";"0"
"1620592340457";"0"
"1620592341456";"0"
"1620592342457";"0"
"1620592343456";"0"
"1620592344457";"0"
"1620592345457";"0"
"1620592346457";"0"
"1620592347457";"0"
"1620592348457";"0"
"1620592349457";"0"
"1620592350457";"0"
"1620592351456";"0"
"1620592352457";"0"
"1620592353458";"0"
"1620592354457";"0"
"1620592355456";"0"
"1620592356457";"0"
"1620592357457";"0"
"1620592358456";"0"
"1620592359457";"0"
"1620592360457";"0"
"1620592361456";"0"
"1620592362457";"0"
"1620592363457";"0"
"1620592364456";"0"
"1620592365457";"0"
"1620592366457";"0"
"1620592367456";"0"
"1620592368457";"0"
"1620592369457";"0"
"1620592370457";"0"
"1620592371457";"0"
"1620592372457";"0"
"1620592373457";"0"
"1620592374457";"0"
"1620592375458";"0"
"1620592376457";"0"
"1620592377457";"0"
"1620592378458";"0"
"1620592379456";"0"
"1620592380457";"0"
"1620592381457";"0"
"1620592382457";"0"
"1620592383457";"0"
"1620592384458";"0"
"1620592385456";"0"
"1620592386457";"0"
"1620592387457";"0"
"1620592388457";"0"
"1620592389457";"0"
"1620592390457";"0"
"1620592391456";"0"
"1620592392457";"0"
"1620592393457";"0"
"1620592394457";"0"
"1620592395457";"0"
"1620592396457";"0"
"1620592397456";"0"
"1620592398457";"0"
