runtime;staticParam;volatileParam;callbackUrl;start;end;start_computation;end_computation;result
"helloWorld";"wl-1";"payload";"localhost:3358/wE2KbZywcN";"1615368056537";"1615368064034";"1615368062026";"1615368064028";"{"request": {"params": {"callbackUrl": "localhost:3358/wE2KbZywcN", "payload": "payload"}, "runtime": "helloWorld", "workload": "wl-1"}, "accelerator": "gpu-2", "amount": "20", "pid": 14405}"
"helloWorld";"wl-1";"payload";"localhost:3358/3qtUOJMPND";"1615368057538";"1615368066048";"1615368064040";"1615368066043";"{"request": {"params": {"callbackUrl": "localhost:3358/3qtUOJMPND", "payload": "payload"}, "runtime": "helloWorld", "workload": "wl-1"}, "accelerator": "gpu-1", "amount": "20", "pid": 14402}"
"helloWorld";"wl-1";"payload";"localhost:3358/DQfbF5ndwl";"1615368058538";"1615368066053";"1615368064047";"1615368066049";"{"request": {"params": {"callbackUrl": "localhost:3358/DQfbF5ndwl", "payload": "payload"}, "runtime": "helloWorld", "workload": "wl-1"}, "accelerator": "gpu-2", "amount": "20", "pid": 14405}"
"helloWorld";"wl-1";"payload";"localhost:3358/FYCN04ypth";"1615368059553";"1615368066413";"1615368064407";"1615368066409";"{"request": {"params": {"callbackUrl": "localhost:3358/FYCN04ypth", "payload": "payload"}, "runtime": "helloWorld", "workload": "wl-1"}, "accelerator": "gpu-2", "amount": "20", "pid": 14443}"
"helloWorld";"wl-1";"payload";"localhost:3358/1WDYJQu5DE";"1615368059553";"1615368066420";"1615368064414";"1615368066415";"{"request": {"params": {"callbackUrl": "localhost:3358/1WDYJQu5DE", "payload": "payload"}, "runtime": "helloWorld", "workload": "wl-1"}, "accelerator": "gpu-1", "amount": "20", "pid": 14439}"
"helloWorld";"wl-1";"payload";"localhost:3358/lfDLlYYtma";"1615368059553";"1615368068069";"1615368066062";"1615368068064";"{"request": {"params": {"callbackUrl": "localhost:3358/lfDLlYYtma", "payload": "payload"}, "runtime": "helloWorld", "workload": "wl-1"}, "accelerator": "gpu-1", "amount": "20", "pid": 14402}"
"helloWorld";"wl-1";"payload";"localhost:3358/0EEQ2WnDJa";"1615368060553";"1615368068440";"1615368066433";"1615368068435";"{"request": {"params": {"callbackUrl": "localhost:3358/0EEQ2WnDJa", "payload": "payload"}, "runtime": "helloWorld", "workload": "wl-1"}, "accelerator": "gpu-1", "amount": "20", "pid": 14439}"
"helloWorld";"wl-1";"payload";"localhost:3358/RHVBujzXUi";"1615368060553";"1615368068074";"1615368066068";"1615368068070";"{"request": {"params": {"callbackUrl": "localhost:3358/RHVBujzXUi", "payload": "payload"}, "runtime": "helloWorld", "workload": "wl-1"}, "accelerator": "gpu-2", "amount": "20", "pid": 14405}"
"helloWorld";"wl-1";"payload";"localhost:3358/EOoYnWEOyv";"1615368060553";"1615368068432";"1615368066425";"1615368068428";"{"request": {"params": {"callbackUrl": "localhost:3358/EOoYnWEOyv", "payload": "payload"}, "runtime": "helloWorld", "workload": "wl-1"}, "accelerator": "gpu-2", "amount": "20", "pid": 14443}"
"helloWorld";"wl-1";"payload";"localhost:3358/C1RFse9a9X";"1615368061553";"1615368070095";"1615368068089";"1615368070092";"{"request": {"params": {"callbackUrl": "localhost:3358/C1RFse9a9X", "payload": "payload"}, "runtime": "helloWorld", "workload": "wl-1"}, "accelerator": "gpu-2", "amount": "20", "pid": 14405}"
"helloWorld";"wl-1";"payload";"localhost:3358/TH2GHEmAmP";"1615368061553";"1615368070450";"1615368068445";"1615368070446";"{"request": {"params": {"callbackUrl": "localhost:3358/TH2GHEmAmP", "payload": "payload"}, "runtime": "helloWorld", "workload": "wl-1"}, "accelerator": "gpu-2", "amount": "20", "pid": 14443}"
"helloWorld";"wl-1";"payload";"localhost:3358/VzNJgQy9bF";"1615368061553";"1615368070089";"1615368068082";"1615368070085";"{"request": {"params": {"callbackUrl": "localhost:3358/VzNJgQy9bF", "payload": "payload"}, "runtime": "helloWorld", "workload": "wl-1"}, "accelerator": "gpu-1", "amount": "20", "pid": 14402}"
"helloWorld";"wl-1";"payload";"localhost:3358/CXGK2yaPSa";"1615368062553";"1615368072109";"1615368070102";"1615368072104";"{"request": {"params": {"callbackUrl": "localhost:3358/CXGK2yaPSa", "payload": "payload"}, "runtime": "helloWorld", "workload": "wl-1"}, "accelerator": "gpu-1", "amount": "20", "pid": 14402}"
"helloWorld";"wl-1";"payload";"localhost:3358/EQnAUR2puI";"1615368062553";"1615368070459";"1615368068451";"1615368070454";"{"request": {"params": {"callbackUrl": "localhost:3358/EQnAUR2puI", "payload": "payload"}, "runtime": "helloWorld", "workload": "wl-1"}, "accelerator": "gpu-1", "amount": "20", "pid": 14439}"
"helloWorld";"wl-1";"payload";"localhost:3358/4bIdygMhtT";"1615368062553";"1615368072115";"1615368070109";"1615368072111";"{"request": {"params": {"callbackUrl": "localhost:3358/4bIdygMhtT", "payload": "payload"}, "runtime": "helloWorld", "workload": "wl-1"}, "accelerator": "gpu-2", "amount": "20", "pid": 14405}"
"helloWorld";"wl-1";"payload";"localhost:3358/TaHEYcDvsH";"1615368063554";"1615368074139";"1615368072133";"1615368074136";"{"request": {"params": {"callbackUrl": "localhost:3358/TaHEYcDvsH", "payload": "payload"}, "runtime": "helloWorld", "workload": "wl-1"}, "accelerator": "gpu-1", "amount": "20", "pid": 14402}"
"helloWorld";"wl-1";"payload";"localhost:3358/DP6FKaMqNO";"1615368063554";"1615368072469";"1615368070463";"1615368072465";"{"request": {"params": {"callbackUrl": "localhost:3358/DP6FKaMqNO", "payload": "payload"}, "runtime": "helloWorld", "workload": "wl-1"}, "accelerator": "gpu-2", "amount": "20", "pid": 14443}"
"helloWorld";"wl-1";"payload";"localhost:3358/tJ6cyRgvlt";"1615368063554";"1615368072473";"1615368070469";"1615368072470";"{"request": {"params": {"callbackUrl": "localhost:3358/tJ6cyRgvlt", "payload": "payload"}, "runtime": "helloWorld", "workload": "wl-1"}, "accelerator": "gpu-1", "amount": "20", "pid": 14439}"
"helloWorld";"wl-1";"payload";"localhost:3358/LXdszDQxl4";"1615368064553";"1615368074489";"1615368072482";"1615368074485";"{"request": {"params": {"callbackUrl": "localhost:3358/LXdszDQxl4", "payload": "payload"}, "runtime": "helloWorld", "workload": "wl-1"}, "accelerator": "gpu-2", "amount": "20", "pid": 14443}"
"helloWorld";"wl-1";"payload";"localhost:3358/QC62f4VDj5";"1615368064553";"1615368074495";"1615368072489";"1615368074492";"{"request": {"params": {"callbackUrl": "localhost:3358/QC62f4VDj5", "payload": "payload"}, "runtime": "helloWorld", "workload": "wl-1"}, "accelerator": "gpu-1", "amount": "20", "pid": 14439}"
"helloWorld";"wl-1";"payload";"localhost:3358/gYzyesJt3n";"1615368064553";"1615368074144";"1615368072139";"1615368074141";"{"request": {"params": {"callbackUrl": "localhost:3358/gYzyesJt3n", "payload": "payload"}, "runtime": "helloWorld", "workload": "wl-1"}, "accelerator": "gpu-2", "amount": "20", "pid": 14405}"
"helloWorld";"wl-1";"payload";"localhost:3358/VkZtqClUA4";"1615368065553";"1615368076507";"1615368074502";"1615368076504";"{"request": {"params": {"callbackUrl": "localhost:3358/VkZtqClUA4", "payload": "payload"}, "runtime": "helloWorld", "workload": "wl-1"}, "accelerator": "gpu-2", "amount": "20", "pid": 14443}"
"helloWorld";"wl-1";"payload";"localhost:3358/KGqAy7BXSl";"1615368065553";"1615368076163";"1615368074156";"1615368076159";"{"request": {"params": {"callbackUrl": "localhost:3358/KGqAy7BXSl", "payload": "payload"}, "runtime": "helloWorld", "workload": "wl-1"}, "accelerator": "gpu-2", "amount": "20", "pid": 14405}"
"helloWorld";"wl-1";"payload";"localhost:3358/6cw14shMZV";"1615368065553";"1615368076156";"1615368074149";"1615368076152";"{"request": {"params": {"callbackUrl": "localhost:3358/6cw14shMZV", "payload": "payload"}, "runtime": "helloWorld", "workload": "wl-1"}, "accelerator": "gpu-1", "amount": "20", "pid": 14402}"
"helloWorld";"wl-1";"payload";"localhost:3358/nA0jvUy4oE";"1615368066554";"1615368078186";"1615368076180";"1615368078183";"{"request": {"params": {"callbackUrl": "localhost:3358/nA0jvUy4oE", "payload": "payload"}, "runtime": "helloWorld", "workload": "wl-1"}, "accelerator": "gpu-1", "amount": "20", "pid": 14402}"
"helloWorld";"wl-1";"payload";"localhost:3358/puCKVJNBbT";"1615368066554";"1615368076514";"1615368074508";"1615368076511";"{"request": {"params": {"callbackUrl": "localhost:3358/puCKVJNBbT", "payload": "payload"}, "runtime": "helloWorld", "workload": "wl-1"}, "accelerator": "gpu-1", "amount": "20", "pid": 14439}"
"helloWorld";"wl-1";"payload";"localhost:3358/aNoAPBmZ4m";"1615368066554";"1615368078192";"1615368076186";"1615368078189";"{"request": {"params": {"callbackUrl": "localhost:3358/aNoAPBmZ4m", "payload": "payload"}, "runtime": "helloWorld", "workload": "wl-1"}, "accelerator": "gpu-2", "amount": "20", "pid": 14405}"
"helloWorld";"wl-1";"payload";"localhost:3358/s3CTSw0gof";"1615368067554";"1615368079415";"1615368076836";"1615368079412";"{"request": {"params": {"callbackUrl": "localhost:3358/s3CTSw0gof", "payload": "payload"}, "runtime": "helloWorld", "workload": "wl-1"}, "accelerator": "gpu-1", "amount": "20", "pid": 14467}"
"helloWorld";"wl-1";"payload";"localhost:3358/cZmgshgWTD";"1615368067554";"1615368078526";"1615368076520";"1615368078522";"{"request": {"params": {"callbackUrl": "localhost:3358/cZmgshgWTD", "payload": "payload"}, "runtime": "helloWorld", "workload": "wl-1"}, "accelerator": "gpu-2", "amount": "20", "pid": 14443}"
"helloWorld";"wl-1";"payload";"localhost:3358/NLjyGO5opX";"1615368067554";"1615368078535";"1615368076529";"1615368078531";"{"request": {"params": {"callbackUrl": "localhost:3358/NLjyGO5opX", "payload": "payload"}, "runtime": "helloWorld", "workload": "wl-1"}, "accelerator": "gpu-1", "amount": "20", "pid": 14439}"
"helloWorld";"wl-1";"payload";"localhost:3358/W9q6qZNsV4";"1615368068554";"1615368079421";"1615368076864";"1615368079417";"{"request": {"params": {"callbackUrl": "localhost:3358/W9q6qZNsV4", "payload": "payload"}, "runtime": "helloWorld", "workload": "wl-1"}, "accelerator": "gpu-2", "amount": "20", "pid": 14471}"
"helloWorld";"wl-1";"payload";"localhost:3358/EyuhEx1nbk";"1615368068554";"1615368080221";"1615368078216";"1615368080218";"{"request": {"params": {"callbackUrl": "localhost:3358/EyuhEx1nbk", "payload": "payload"}, "runtime": "helloWorld", "workload": "wl-1"}, "accelerator": "gpu-2", "amount": "20", "pid": 14405}"
"helloWorld";"wl-1";"payload";"localhost:3358/17MrUWhvf5";"1615368068554";"1615368080216";"1615368078210";"1615368080212";"{"request": {"params": {"callbackUrl": "localhost:3358/17MrUWhvf5", "payload": "payload"}, "runtime": "helloWorld", "workload": "wl-1"}, "accelerator": "gpu-1", "amount": "20", "pid": 14402}"
