runtime;staticParam;volatileParam;callbackUrl;start;end;start_computation;end_computation;result
"helloWorld";"wl-1";"payload";"localhost:3358/B3yi7jYtjo";"1615368039540";"1615368049858";"1615368046762";"1615368049537";"{"request": {"params": {"callbackUrl": "localhost:3358/B3yi7jYtjo", "payload": "payload"}, "runtime": "helloWorld", "workload": "wl-1"}, "accelerator": "gpu-1", "amount": "20", "pid": 14402}"
"helloWorld";"wl-1";"payload";"localhost:3358/MP40OdKhfI";"1615368040536";"1615368049860";"1615368046777";"1615368049537";"{"request": {"params": {"callbackUrl": "localhost:3358/MP40OdKhfI", "payload": "payload"}, "runtime": "helloWorld", "workload": "wl-1"}, "accelerator": "gpu-2", "amount": "20", "pid": 14405}"
"helloWorld";"wl-1";"payload";"localhost:3358/716QmCcThl";"1615368041535";"1615368051891";"1615368049881";"1615368051885";"{"request": {"params": {"callbackUrl": "localhost:3358/716QmCcThl", "payload": "payload"}, "runtime": "helloWorld", "workload": "wl-1"}, "accelerator": "gpu-2", "amount": "20", "pid": 14405}"
"helloWorld";"wl-1";"payload";"localhost:3358/ldF5HcCB5B";"1615368042535";"1615368051897";"1615368049888";"1615368051892";"{"request": {"params": {"callbackUrl": "localhost:3358/ldF5HcCB5B", "payload": "payload"}, "runtime": "helloWorld", "workload": "wl-1"}, "accelerator": "gpu-1", "amount": "20", "pid": 14402}"
"helloWorld";"wl-1";"payload";"localhost:3358/1FefNcQaju";"1615368043535";"1615368053914";"1615368051906";"1615368053909";"{"request": {"params": {"callbackUrl": "localhost:3358/1FefNcQaju", "payload": "payload"}, "runtime": "helloWorld", "workload": "wl-1"}, "accelerator": "gpu-2", "amount": "20", "pid": 14405}"
"helloWorld";"wl-1";"payload";"localhost:3358/Uzn6R4tyGi";"1615368044536";"1615368053922";"1615368051912";"1615368053915";"{"request": {"params": {"callbackUrl": "localhost:3358/Uzn6R4tyGi", "payload": "payload"}, "runtime": "helloWorld", "workload": "wl-1"}, "accelerator": "gpu-1", "amount": "20", "pid": 14402}"
"helloWorld";"wl-1";"payload";"localhost:3358/EM8wKLjV5B";"1615368045536";"1615368055936";"1615368053929";"1615368055932";"{"request": {"params": {"callbackUrl": "localhost:3358/EM8wKLjV5B", "payload": "payload"}, "runtime": "helloWorld", "workload": "wl-1"}, "accelerator": "gpu-2", "amount": "20", "pid": 14405}"
"helloWorld";"wl-1";"payload";"localhost:3358/vyXrx2ymCc";"1615368046536";"1615368055943";"1615368053935";"1615368055938";"{"request": {"params": {"callbackUrl": "localhost:3358/vyXrx2ymCc", "payload": "payload"}, "runtime": "helloWorld", "workload": "wl-1"}, "accelerator": "gpu-1", "amount": "20", "pid": 14402}"
"helloWorld";"wl-1";"payload";"localhost:3358/US1Cu7RWmQ";"1615368047536";"1615368057966";"1615368055957";"1615368057961";"{"request": {"params": {"callbackUrl": "localhost:3358/US1Cu7RWmQ", "payload": "payload"}, "runtime": "helloWorld", "workload": "wl-1"}, "accelerator": "gpu-2", "amount": "20", "pid": 14405}"
"helloWorld";"wl-1";"payload";"localhost:3358/gjT0HLzsqV";"1615368048536";"1615368057964";"1615368055957";"1615368057959";"{"request": {"params": {"callbackUrl": "localhost:3358/gjT0HLzsqV", "payload": "payload"}, "runtime": "helloWorld", "workload": "wl-1"}, "accelerator": "gpu-1", "amount": "20", "pid": 14402}"
"helloWorld";"wl-1";"payload";"localhost:3358/T8UmNSmi8q";"1615368049537";"1615368059982";"1615368057977";"1615368059979";"{"request": {"params": {"callbackUrl": "localhost:3358/T8UmNSmi8q", "payload": "payload"}, "runtime": "helloWorld", "workload": "wl-1"}, "accelerator": "gpu-1", "amount": "20", "pid": 14402}"
"helloWorld";"wl-1";"payload";"localhost:3358/UyPCxZwlQn";"1615368050537";"1615368059994";"1615368057985";"1615368059988";"{"request": {"params": {"callbackUrl": "localhost:3358/UyPCxZwlQn", "payload": "payload"}, "runtime": "helloWorld", "workload": "wl-1"}, "accelerator": "gpu-2", "amount": "20", "pid": 14405}"
"helloWorld";"wl-1";"payload";"localhost:3358/bHCYs5I39J";"1615368051537";"1615368062006";"1615368060000";"1615368062002";"{"request": {"params": {"callbackUrl": "localhost:3358/bHCYs5I39J", "payload": "payload"}, "runtime": "helloWorld", "workload": "wl-1"}, "accelerator": "gpu-1", "amount": "20", "pid": 14402}"
"helloWorld";"wl-1";"payload";"localhost:3358/rtXuXGJ5Sa";"1615368052538";"1615368062012";"1615368060008";"1615368062009";"{"request": {"params": {"callbackUrl": "localhost:3358/rtXuXGJ5Sa", "payload": "payload"}, "runtime": "helloWorld", "workload": "wl-1"}, "accelerator": "gpu-2", "amount": "20", "pid": 14405}"
"helloWorld";"wl-1";"payload";"localhost:3358/HKxutz0q8L";"1615368053538";"1615368064400";"1615368061797";"1615368064395";"{"request": {"params": {"callbackUrl": "localhost:3358/HKxutz0q8L", "payload": "payload"}, "runtime": "helloWorld", "workload": "wl-1"}, "accelerator": "gpu-1", "amount": "20", "pid": 14439}"
"helloWorld";"wl-1";"payload";"localhost:3358/AQl0DngQ5y";"1615368054537";"1615368064391";"1615368061810";"1615368064385";"{"request": {"params": {"callbackUrl": "localhost:3358/AQl0DngQ5y", "payload": "payload"}, "runtime": "helloWorld", "workload": "wl-1"}, "accelerator": "gpu-2", "amount": "20", "pid": 14443}"
"helloWorld";"wl-1";"payload";"localhost:3358/dolO9GIWw6";"1615368055537";"1615368064027";"1615368062020";"1615368064022";"{"request": {"params": {"callbackUrl": "localhost:3358/dolO9GIWw6", "payload": "payload"}, "runtime": "helloWorld", "workload": "wl-1"}, "accelerator": "gpu-1", "amount": "20", "pid": 14402}"
