runtime;staticParam;volatileParam;callbackUrl;start;end;start_computation;end_computation;result
"helloWorld";"wl-1";"payload";"localhost:3358/HhQOq63V4j";"1615246575717";"1615246591397";"1615246589388";"1615246591390";"{"request": {"params": {"callbackUrl": "localhost:3358/HhQOq63V4j", "payload": "payload"}, "runtime": "helloWorld", "workload": "wl-1"}, "accelerator": "gpu-2", "amount": "20", "pid": 14330}"
"helloWorld";"wl-1";"payload";"localhost:3358/Ptnhd1vs6Y";"1615246576718";"1615246593428";"1615246591419";"1615246593422";"{"request": {"params": {"callbackUrl": "localhost:3358/Ptnhd1vs6Y", "payload": "payload"}, "runtime": "helloWorld", "workload": "wl-1"}, "accelerator": "gpu-1", "amount": "20", "pid": 14327}"
"helloWorld";"wl-1";"payload";"localhost:3358/76GjCTTHLF";"1615246577718";"1615246593432";"1615246591424";"1615246593426";"{"request": {"params": {"callbackUrl": "localhost:3358/76GjCTTHLF", "payload": "payload"}, "runtime": "helloWorld", "workload": "wl-1"}, "accelerator": "gpu-2", "amount": "20", "pid": 14330}"
"helloWorld";"wl-1";"payload";"localhost:3358/pqGqV9ERSJ";"1615246578718";"1615246595817";"1615246593236";"1615246595813";"{"request": {"params": {"callbackUrl": "localhost:3358/pqGqV9ERSJ", "payload": "payload"}, "runtime": "helloWorld", "workload": "wl-1"}, "accelerator": "gpu-1", "amount": "20", "pid": 14354}"
"helloWorld";"wl-1";"payload";"localhost:3358/x6y9gqF7co";"1615246579717";"1615246595836";"1615246593256";"1615246595833";"{"request": {"params": {"callbackUrl": "localhost:3358/x6y9gqF7co", "payload": "payload"}, "runtime": "helloWorld", "workload": "wl-1"}, "accelerator": "gpu-2", "amount": "20", "pid": 14358}"
"helloWorld";"wl-1";"payload";"localhost:3358/Y3Rm7JahMe";"1615246580717";"1615246595458";"1615246593451";"1615246595453";"{"request": {"params": {"callbackUrl": "localhost:3358/Y3Rm7JahMe", "payload": "payload"}, "runtime": "helloWorld", "workload": "wl-1"}, "accelerator": "gpu-1", "amount": "20", "pid": 14327}"
"helloWorld";"wl-1";"payload";"localhost:3358/q5J1O0ASN4";"1615246581718";"1615246595467";"1615246593458";"1615246595460";"{"request": {"params": {"callbackUrl": "localhost:3358/q5J1O0ASN4", "payload": "payload"}, "runtime": "helloWorld", "workload": "wl-1"}, "accelerator": "gpu-2", "amount": "20", "pid": 14330}"
"helloWorld";"wl-1";"payload";"localhost:3358/4AI7HjblfF";"1615246582718";"1615246597490";"1615246595483";"1615246597486";"{"request": {"params": {"callbackUrl": "localhost:3358/4AI7HjblfF", "payload": "payload"}, "runtime": "helloWorld", "workload": "wl-1"}, "accelerator": "gpu-1", "amount": "20", "pid": 14327}"
"helloWorld";"wl-1";"payload";"localhost:3358/B3caCQPFJj";"1615246583718";"1615246597496";"1615246595490";"1615246597492";"{"request": {"params": {"callbackUrl": "localhost:3358/B3caCQPFJj", "payload": "payload"}, "runtime": "helloWorld", "workload": "wl-1"}, "accelerator": "gpu-2", "amount": "20", "pid": 14330}"
"helloWorld";"wl-1";"payload";"localhost:3358/AuqbG1PIHH";"1615246584719";"1615246597855";"1615246595848";"1615246597850";"{"request": {"params": {"callbackUrl": "localhost:3358/AuqbG1PIHH", "payload": "payload"}, "runtime": "helloWorld", "workload": "wl-1"}, "accelerator": "gpu-2", "amount": "20", "pid": 14358}"
"helloWorld";"wl-1";"payload";"localhost:3358/TVisK1x1v9";"1615246584719";"1615246599521";"1615246597515";"1615246599516";"{"request": {"params": {"callbackUrl": "localhost:3358/TVisK1x1v9", "payload": "payload"}, "runtime": "helloWorld", "workload": "wl-1"}, "accelerator": "gpu-1", "amount": "20", "pid": 14327}"
"helloWorld";"wl-1";"payload";"localhost:3358/2gyciLsYdN";"1615246584719";"1615246597836";"1615246595832";"1615246597833";"{"request": {"params": {"callbackUrl": "localhost:3358/2gyciLsYdN", "payload": "payload"}, "runtime": "helloWorld", "workload": "wl-1"}, "accelerator": "gpu-1", "amount": "20", "pid": 14354}"
"helloWorld";"wl-1";"payload";"localhost:3358/rt4dPqEPLY";"1615246585718";"1615246599857";"1615246597851";"1615246599853";"{"request": {"params": {"callbackUrl": "localhost:3358/rt4dPqEPLY", "payload": "payload"}, "runtime": "helloWorld", "workload": "wl-1"}, "accelerator": "gpu-1", "amount": "20", "pid": 14354}"
"helloWorld";"wl-1";"payload";"localhost:3358/YwSMMBDYhh";"1615246585718";"1615246599527";"1615246597521";"1615246599523";"{"request": {"params": {"callbackUrl": "localhost:3358/YwSMMBDYhh", "payload": "payload"}, "runtime": "helloWorld", "workload": "wl-1"}, "accelerator": "gpu-2", "amount": "20", "pid": 14330}"
"helloWorld";"wl-1";"payload";"localhost:3358/kjuqIZHN0H";"1615246585718";"1615246599871";"1615246597865";"1615246599867";"{"request": {"params": {"callbackUrl": "localhost:3358/kjuqIZHN0H", "payload": "payload"}, "runtime": "helloWorld", "workload": "wl-1"}, "accelerator": "gpu-2", "amount": "20", "pid": 14358}"
"helloWorld";"wl-1";"payload";"localhost:3358/C4VMJzVvgE";"1615246586719";"1615246601558";"1615246599552";"1615246601553";"{"request": {"params": {"callbackUrl": "localhost:3358/C4VMJzVvgE", "payload": "payload"}, "runtime": "helloWorld", "workload": "wl-1"}, "accelerator": "gpu-2", "amount": "20", "pid": 14330}"
"helloWorld";"wl-1";"payload";"localhost:3358/y4SUXHh9Yp";"1615246586719";"1615246601879";"1615246599873";"1615246601876";"{"request": {"params": {"callbackUrl": "localhost:3358/y4SUXHh9Yp", "payload": "payload"}, "runtime": "helloWorld", "workload": "wl-1"}, "accelerator": "gpu-1", "amount": "20", "pid": 14354}"
"helloWorld";"wl-1";"payload";"localhost:3358/BWjSKuasOE";"1615246586719";"1615246601553";"1615246599546";"1615246601549";"{"request": {"params": {"callbackUrl": "localhost:3358/BWjSKuasOE", "payload": "payload"}, "runtime": "helloWorld", "workload": "wl-1"}, "accelerator": "gpu-1", "amount": "20", "pid": 14327}"
"helloWorld";"wl-1";"payload";"localhost:3358/LFFoA5OT9F";"1615246587719";"1615246603590";"1615246601584";"1615246603586";"{"request": {"params": {"callbackUrl": "localhost:3358/LFFoA5OT9F", "payload": "payload"}, "runtime": "helloWorld", "workload": "wl-1"}, "accelerator": "gpu-2", "amount": "20", "pid": 14330}"
"helloWorld";"wl-1";"payload";"localhost:3358/nJlbGYnVLn";"1615246587719";"1615246603584";"1615246601577";"1615246603580";"{"request": {"params": {"callbackUrl": "localhost:3358/nJlbGYnVLn", "payload": "payload"}, "runtime": "helloWorld", "workload": "wl-1"}, "accelerator": "gpu-1", "amount": "20", "pid": 14327}"
"helloWorld";"wl-1";"payload";"localhost:3358/J11ZuyBPFu";"1615246587719";"1615246601891";"1615246599884";"1615246601886";"{"request": {"params": {"callbackUrl": "localhost:3358/J11ZuyBPFu", "payload": "payload"}, "runtime": "helloWorld", "workload": "wl-1"}, "accelerator": "gpu-2", "amount": "20", "pid": 14358}"
"helloWorld";"wl-1";"payload";"localhost:3358/05BFGcUwbR";"1615246588718";"1615246603903";"1615246601899";"1615246603900";"{"request": {"params": {"callbackUrl": "localhost:3358/05BFGcUwbR", "payload": "payload"}, "runtime": "helloWorld", "workload": "wl-1"}, "accelerator": "gpu-2", "amount": "20", "pid": 14358}"
"helloWorld";"wl-1";"payload";"localhost:3358/afbXxHEazY";"1615246588718";"1615246603906";"1615246601896";"1615246603899";"{"request": {"params": {"callbackUrl": "localhost:3358/afbXxHEazY", "payload": "payload"}, "runtime": "helloWorld", "workload": "wl-1"}, "accelerator": "gpu-1", "amount": "20", "pid": 14354}"
"helloWorld";"wl-1";"payload";"localhost:3358/jcDSoGQ1kh";"1615246588718";"1615246605615";"1615246603608";"1615246605611";"{"request": {"params": {"callbackUrl": "localhost:3358/jcDSoGQ1kh", "payload": "payload"}, "runtime": "helloWorld", "workload": "wl-1"}, "accelerator": "gpu-1", "amount": "20", "pid": 14327}"
"helloWorld";"wl-1";"payload";"localhost:3358/78Z2ixM4xW";"1615246589718";"1615246605621";"1615246603614";"1615246605616";"{"request": {"params": {"callbackUrl": "localhost:3358/78Z2ixM4xW", "payload": "payload"}, "runtime": "helloWorld", "workload": "wl-1"}, "accelerator": "gpu-2", "amount": "20", "pid": 14330}"
"helloWorld";"wl-1";"payload";"localhost:3358/upeRnYoKUx";"1615246589718";"1615246605930";"1615246603924";"1615246605926";"{"request": {"params": {"callbackUrl": "localhost:3358/upeRnYoKUx", "payload": "payload"}, "runtime": "helloWorld", "workload": "wl-1"}, "accelerator": "gpu-1", "amount": "20", "pid": 14354}"
"helloWorld";"wl-1";"payload";"localhost:3358/unoe7YVWdv";"1615246589718";"1615246605922";"1615246603916";"1615246605918";"{"request": {"params": {"callbackUrl": "localhost:3358/unoe7YVWdv", "payload": "payload"}, "runtime": "helloWorld", "workload": "wl-1"}, "accelerator": "gpu-2", "amount": "20", "pid": 14358}"
"helloWorld";"wl-1";"payload";"localhost:3358/KDu1PoYMtH";"1615246590719";"1615246607649";"1615246605646";"1615246607646";"{"request": {"params": {"callbackUrl": "localhost:3358/KDu1PoYMtH", "payload": "payload"}, "runtime": "helloWorld", "workload": "wl-1"}, "accelerator": "gpu-2", "amount": "20", "pid": 14330}"
"helloWorld";"wl-1";"payload";"localhost:3358/AweiiHwtxM";"1615246590719";"1615246607940";"1615246605934";"1615246607936";"{"request": {"params": {"callbackUrl": "localhost:3358/AweiiHwtxM", "payload": "payload"}, "runtime": "helloWorld", "workload": "wl-1"}, "accelerator": "gpu-2", "amount": "20", "pid": 14358}"
"helloWorld";"wl-1";"payload";"localhost:3358/xZeNk0DuZi";"1615246590719";"1615246607646";"1615246605639";"1615246607642";"{"request": {"params": {"callbackUrl": "localhost:3358/xZeNk0DuZi", "payload": "payload"}, "runtime": "helloWorld", "workload": "wl-1"}, "accelerator": "gpu-1", "amount": "20", "pid": 14327}"
"helloWorld";"wl-1";"payload";"localhost:3358/MEGkpoKVuK";"1615246591719";"1615246609683";"1615246607677";"1615246609679";"{"request": {"params": {"callbackUrl": "localhost:3358/MEGkpoKVuK", "payload": "payload"}, "runtime": "helloWorld", "workload": "wl-1"}, "accelerator": "gpu-2", "amount": "20", "pid": 14330}"
"helloWorld";"wl-1";"payload";"localhost:3358/CVq0GMxFAT";"1615246591719";"1615246607946";"1615246605940";"1615246607943";"{"request": {"params": {"callbackUrl": "localhost:3358/CVq0GMxFAT", "payload": "payload"}, "runtime": "helloWorld", "workload": "wl-1"}, "accelerator": "gpu-1", "amount": "20", "pid": 14354}"
"helloWorld";"wl-1";"payload";"localhost:3358/d2JmHYY5mc";"1615246591719";"1615246609677";"1615246607670";"1615246609673";"{"request": {"params": {"callbackUrl": "localhost:3358/d2JmHYY5mc", "payload": "payload"}, "runtime": "helloWorld", "workload": "wl-1"}, "accelerator": "gpu-1", "amount": "20", "pid": 14327}"
"helloWorld";"wl-1";"payload";"localhost:3358/1iwkjF2Cqv";"1615246592719";"1615246609956";"1615246607952";"1615246609953";"{"request": {"params": {"callbackUrl": "localhost:3358/1iwkjF2Cqv", "payload": "payload"}, "runtime": "helloWorld", "workload": "wl-1"}, "accelerator": "gpu-2", "amount": "20", "pid": 14358}"
"helloWorld";"wl-1";"payload";"localhost:3358/34q66qWso3";"1615246592719";"1615246609963";"1615246607959";"1615246609960";"{"request": {"params": {"callbackUrl": "localhost:3358/34q66qWso3", "payload": "payload"}, "runtime": "helloWorld", "workload": "wl-1"}, "accelerator": "gpu-1", "amount": "20", "pid": 14354}"
"helloWorld";"wl-1";"payload";"localhost:3358/kDeHVvaEmz";"1615246592719";"1615246610845";"1615246608275";"1615246610843";"{"request": {"params": {"callbackUrl": "localhost:3358/kDeHVvaEmz", "payload": "payload"}, "runtime": "helloWorld", "workload": "wl-1"}, "accelerator": "gpu-1", "amount": "20", "pid": 14430}"
"helloWorld";"wl-1";"payload";"localhost:3358/YWADic6R5j";"1615246593720";"1615246610865";"1615246608294";"1615246610863";"{"request": {"params": {"callbackUrl": "localhost:3358/YWADic6R5j", "payload": "payload"}, "runtime": "helloWorld", "workload": "wl-1"}, "accelerator": "gpu-2", "amount": "20", "pid": 14434}"
"helloWorld";"wl-1";"payload";"localhost:3358/ByLXU5JCPk";"1615246593720";"1615246611706";"1615246609702";"1615246611703";"{"request": {"params": {"callbackUrl": "localhost:3358/ByLXU5JCPk", "payload": "payload"}, "runtime": "helloWorld", "workload": "wl-1"}, "accelerator": "gpu-2", "amount": "20", "pid": 14330}"
